Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_A1.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_A2.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_A3.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_B1.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_B2.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_B3.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_C1.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_C2.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_C3.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_D1.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_D2.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_D3.raw
Q9NP79	Q9NP79	VTA1_HUMAN	VTA1	Vacuolar protein sorting-associated protein VTA1 homolog	34085.7	31846.1	41651	31176.2	28011.2	27041.9	22686.6	18185.8	16321	6504.07	8824.09	5719.84
Q9NP80	Q9NP80	PLPL8_HUMAN	PNPLA8	Calcium-independent phospholipase A2-gamma	127941	116438	115788	163923	200153	189316	214603	257095	166617	220167	150741	187746
Q9NP81	Q9NP81	SYSM_HUMAN	SARS2	Serine--tRNA ligase, mitochondrial	100833	96916	93880.3	112661	98978.7	115539	42795.4	46874	48976	24164	22333.7	26626.9
Q9NP92	Q9NP92	RT30_HUMAN	MRPS30	39S ribosomal protein S30, mitochondrial	8606.49	3910.07	1477.11	11270.8	3040.7	6368.53	5041.92	2810.82	4702.56	2405	809.508	2890.88
Q9NP97	Q9NP97	DLRB1_HUMAN	DYNLRB1	Dynein light chain roadblock-type 1	68085.3	53374.5	87760.7	63962.9	66067.4	52676.1	36517.5	38823.4	20383.4	15673.9	12785.8	17920
Q9NPA0	Q9NPA0	EMC7_HUMAN	EMC7	ER membrane protein complex subunit 7	14251.8	11342.2	19109	18000.1	17757.9	19225.5	12560.8		10824.1			3365.07
Q9NPA8	Q9NPA8	ENY2_HUMAN	ENY2	Transcription and mRNA export factor ENY2	50768.7	39644.2	46660.9	55208.4	58557.5	52696.8	27945.4	23036.7	22869.8	8849.17	10690.1	8678.07
Q9NPB8	Q9NPB8	GPCP1_HUMAN	GPCPD1	Glycerophosphocholine phosphodiesterase GPCPD1	9312.02	10964.4	12332.3	12366.8	11250.6	11077.6	4451.46	3006	5412.07		2546.42	1631.83
Q9NPD3	Q9NPD3	EXOS4_HUMAN	EXOSC4	Exosome complex component RRP41	4502.36	4554.35	5932.75	7221.76	5150.13	13567.8		2722.2			1803.05	
Q9NPE3	Q9NPE3	NOP10_HUMAN	NOP10	H/ACA ribonucleoprotein complex subunit 3	96954	86049.8	109192	59469.6	69709	77551.6	47385.7	31071.6	30385.9	9985.01	7070.13	26263.1
Q9NPF4	Q9NPF4	OSGEP_HUMAN	OSGEP	Probable tRNA N6-adenosine threonylcarbamoyltransferase	84051.9	43420.1	34501.2	28546.6	70535.3	130598	87470.4	106213	102433		87906.9	17358.2
Q9NPF5	Q9NPF5	DMAP1_HUMAN	DMAP1	DNA methyltransferase 1-associated protein 1	1723.25	2409.28	5752.83		2101	4252.28						
Q9NPH2	Q9NPH2	INO1_HUMAN	ISYNA1	Inositol-3-phosphate synthase 1	2340.54	1380.53	2748.7	5405.42	4271.88	4521.92		4658.57	4543.29		1889.61	1701.26
Q9NPI1	Q9NPI1	BRD7_HUMAN	BRD7	Bromodomain-containing protein 7	8279.82	6676.88	6394.37	12454.1	8506.96	5721.46	6485.76	2339.29	3929.47	1512.72	2135.7	
Q9NPI6	Q9NPI6	DCP1A_HUMAN	DCP1A	mRNA-decapping enzyme 1A	5176.41	6844.79	10189.3	6511.81	7456.41	5308.68	3430.77	3659.91				
Q9NPI9	Q9NPI9	KCJ16_HUMAN	KCNJ16	Inward rectifier potassium channel 16				1936.42	2869.76	3508.23		3336.47	2190.75	2521.75	2720.36	
Q9NPJ6	Q9NPJ6	MED4_HUMAN	MED4	Mediator of RNA polymerase II transcription subunit 4	14205	14022.5	11252.7	16660.9	12131.8	10212.8	3265.48	7196.97	5601.46		3450.68	
Q9NPJ8;Q9UKK6	Q9UKK6;Q9NPJ8	NXT1_HUMAN;NXT2_HUMAN	NXT1;NXT2	NTF2-related export protein 2	16889.1	35302	23159.9	21056	9888.09	25392.6	18878.2	8582.72	21816	3950.54		9250.03
Q9NPQ8	Q9NPQ8;Q9NVN3	RIC8A_HUMAN	RIC8A	Synembryn-A	11767.1	16386.3	21381.9	17553.5	16220.6	13071	16511.6	15498.7	9634.99	5452.7	4760.43	4012.45
Q9NQ29	Q9NQ29	LUC7L_HUMAN	LUC7L	Putative RNA-binding protein Luc7-like 1	29525.6	25707	16973.2	32456.8	20018.6	16636.2	13080.7	7028.12	11230.5	5457.75	12046.1	6962.96
Q9NQ29;Q9Y383	Q9Y383;Q9NQ29	LC7L2_HUMAN;LUC7L_HUMAN	LUC7L;LUC7L2	Putative RNA-binding protein Luc7-like 1	14428.9	9637.2	24954.5	30198.8	25704.1		24688.2	21304.6	22955.9	9190.23	9118.32	
Q9NQ50	Q9NQ50	RM40_HUMAN	MRPL40	39S ribosomal protein L40, mitochondrial	41287.5	30702.1	44528.1	45857.3	27017.3	45943.1	15186	14811.7	19481.7	7780.24		5856.38
Q9NQ55	Q9NQ55	SSF1_HUMAN	PPAN	Suppressor of SWI4 1 homolog	10758.2	12995	13911.6	12934.5	8900.45	12626.2	3071.82	6329.09	5027.21		3457.03	2361.28
Q9NQ84	Q9NQ84	GPC5C_HUMAN	GPRC5C	G-protein coupled receptor family C group 5 member C	8079.27	7944.76	10286.8	6291.46	7166.88			3391.71	2925.87			
Q9NQ88	Q9NQ88	TIGAR_HUMAN	TIGAR	Fructose-2,6-bisphosphatase TIGAR	16584	12956.8	17342.3	15109.8	12801.1	4543.45	5498.54	1472	3439.93	2121.59		2144.58
Q9NQC3	Q9NQC3	RTN4_HUMAN	RTN4	Reticulon-4	62870.6	89112.1	80761.6	56837	64232.2	81583.1	27808.4	39410	33869	11832.8	16644.3	6195.31
Q9NQE9	Q9NQE9	HINT3_HUMAN	HINT3	Adenosine 5'-monophosphoramidase HINT3	6909.87	16377.6	7509.14	9582.49	11004.6	4623.1	6279.01	7209.66		2899.54	2817.49	
Q9NQG1	Q9NQG1	MANBL_HUMAN	MANBAL	Protein MANBAL	2246.24			7029.08	1974.27	7559.44			1600.25			2732.63
Q9NQG5	Q9NQG5	RPR1B_HUMAN	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B	5998.26	5864.21	5734.13	5714.63	5605.63	4613.6	4293.54	8998.16	3721.06	3373.52	2167	
Q9NQH7	Q9NQH7	XPP3_HUMAN	XPNPEP3	Xaa-Pro aminopeptidase 3	171488	196583	122805	190398	208065	132383	114500	95232.2	75951.3	60477.2	49752.5	71395.2
Q9NQP4	Q9NQP4	PFD4_HUMAN	PFDN4	Prefoldin subunit 4	20043.6	27062	17604.6	18738.6	11367.8	17342.5		3754.14	9043.04		2390.52	2731.21
Q9NQR4	Q9NQR4	NIT2_HUMAN	NIT2	Omega-amidase NIT2	111966	120755	124939	120996	111277	109820	50276	39093.1	45716.5	17978.1	23839	19414.1
Q9NQS1	Q9NQS1	AVEN_HUMAN	AVEN	Cell death regulator Aven	31824.3	35968.3	37508.5	58839	36380	33674.6	42593.8	49911.4	38003.4	47559.7	35749	99647.7
Q9NQT4	Q9NQT4	EXOS5_HUMAN	EXOSC5	Exosome complex component RRP46	34182.3	42789.8	34224.1	28222.5	49830.8	35192.7	17313.7	21642.7	10794.8			5199.67
Q9NQT5	Q9NQT5	EXOS3_HUMAN	EXOSC3	Exosome complex component RRP40	14581.4	16113.2	16844.9	18573.5	20906.1	24716	9079.76	7698.66	8376.38		4157.74	
Q9NQT8	Q9NQT8	KI13B_HUMAN	KIF13B	Kinesin-like protein KIF13B	19059.7	16397.2	21542.4	25255.5	21019.2	24013	11371.9	13050.6	14360.2	9257.61	9722.22	9807.79
Q9NQV8	Q9NQV8	PRDM8_HUMAN	PRDM8	PR domain zinc finger protein 8		1.91284e+06										
Q9NQW7	Q9NQW7	XPP1_HUMAN	XPNPEP1	Xaa-Pro aminopeptidase 1	56974.8	47273	18041.6	30091.3	44846.7	27097.6		30117.3	68817	29280.9	60093.9	30387.1
Q9NQX3	Q9NQX3	GEPH_HUMAN	GPHN	Gephyrin	5872.12	7139.22	9476.35	21070.7	15841.2	10350.9	3781.08	10034.2	6006.07	3396.14	4042.88	4746.6
Q9NQX4	Q9NQX4	MYO5C_HUMAN	MYO5C	Unconventional myosin-Vc	4275.46	3862.99	4412.81	7061.86	5474.24	5534.08			1336.45	3581.73		
Q9NQY0	Q9NQY0	BIN3_HUMAN	BIN3	Bridging integrator 3	3876.07	4568.96	3476		1371.36	3973.75		2190.89	2676.82			
Q9NQZ2	Q9NQZ2	SAS10_HUMAN	UTP3	Something about silencing protein 10	24776.4	18093.4	16212.4	30174.3	23382.5	15352.7	12367.3	11618.6	13711.1	8980.74	7145.81	4436.52
Q9NR09	Q9NR09	BIRC6_HUMAN	BIRC6	Baculoviral IAP repeat-containing protein 6	11031.6	10741	9534.42	7788.74	14366.1	11664.8	5092.16	5853.16	6628.62	15326.8	5688.91	2528.64
Q9NR12	Q9NR12	PDLI7_HUMAN	PDLIM7	PDZ and LIM domain protein 7	15897.4	15775.6	15264.4	11780.3	13723.2	9122.35	8670.23	6640.98	6975.81			3211.28
Q9NR19	Q9NR19	ACSA_HUMAN	ACSS2	Acetyl-coenzyme A synthetase, cytoplasmic						2639.83						
Q9NR28	Q9NR28	DBLOH_HUMAN	DIABLO	Diablo homolog, mitochondrial	91397.7	91574.2	70070.5	77113.6	102562	64981.5	46147.1	39949	42086.3	21708.7	22356	14756.5
Q9NR30	Q9NR30	DDX21_HUMAN	DDX21	Nucleolar RNA helicase 2	189629	177339	188095	159997	174044	177666	84100.5	77465.7	90985.8	47456.6	37811.1	43906.1
Q9NR31	Q9NR31	SAR1A_HUMAN	SAR1A	GTP-binding protein SAR1a	31130.5	30882.6	33938.8	26470.4	36228.8	33232.9	24947.4	18774.8	18774.1	4133.02	5907.03	4171.9
Q9NR31;Q9Y6B6	Q9NR31;Q9Y6B6	SAR1A_HUMAN;SAR1B_HUMAN	SAR1A;SAR1B	GTP-binding protein SAR1a	15262.8	21928.9	42836	34240.9	14110.4	32769.4	11129	8441.45	17048	11367.1	10633.8	6456.32
Q9NR33	Q9NR33	DPOE4_HUMAN	POLE4	DNA polymerase epsilon subunit 4	3459.93		2957.09									
Q9NR45	Q9NR45	SIAS_HUMAN	NANS	Sialic acid synthase	98009.4	117125	101898	104744	57993	143184	39719.6	49629.9	55506.6	19900.3	32809.7	25718.9
Q9NR46	Q9NR46	SHLB2_HUMAN	SH3GLB2	Endophilin-B2	10811.1	12174.9	10877.8	12487	6445.07	12241.9	6069.35	3105.58	4938.39	2002.64	2566.31	3669.46
Q9NR50	Q9NR50	EI2BG_HUMAN	EIF2B3	Translation initiation factor eIF-2B subunit gamma	26613.3	26288.4	22577.2	16398.4	24761.7	20484.8	10321.9	10328.4	8674.72	2639.79	3560.56	4263.39
Q9NR56	Q9NR56;Q5VZF2	MBNL1_HUMAN	MBNL1	Muscleblind-like protein 1	14634.4	6146.89	11938.7	10546.7	10068.2	16552.6	6516.44	4171.14	5673.87	3395.07	3195.08	1703.53
Q9NRA8	Q9NRA8	4ET_HUMAN	EIF4ENIF1	Eukaryotic translation initiation factor 4E transporter	2176.57	2425.79	1132.76		2661.59	1817.52						
Q9NRF8	Q9NRF8	PYRG2_HUMAN	CTPS2	CTP synthase 2	14757.4	11764.1	15313.8	22376	25569.1	12356.6	7591.17			2394.89	5551.62	5446.44
Q9NRF9	Q9NRF9	DPOE3_HUMAN	POLE3	DNA polymerase epsilon subunit 3	16445.5	23191.2	20570.2	16123.9	10396.8	5670.27	6844.73	3340.02	7535.17		4327.07	
Q9NRG7	Q9NRG7	D39U1_HUMAN	SDR39U1	Epimerase family protein SDR39U1	1549.14	3174.65	2183.92		9894.64							
Q9NRG9	Q9NRG9	AAAS_HUMAN	AAAS	Aladin	29039.9	25864.3	24627.4	25064.6	19978.1	23148.2	8836.92	9955.73	8452.62	7440.93	7626.61	5876.65
Q9NRH3	Q9NRH3;P23258	TBG2_HUMAN	TUBG2	Tubulin gamma-2 chain	245114	223405	259529	245376	242069	197410	117113	93499	92724.2	82214.5	56187.7	66005.3
Q9NRK6	Q9NRK6	ABCBA_HUMAN	ABCB10	ATP-binding cassette sub-family B member 10, mitochondrial	84130.4	90787.6	60788.2	82933.5	117060	76141.5	30643.1	46540.9		26891.5		25059.5
Q9NRL2	Q9NRL2	BAZ1A_HUMAN	BAZ1A	Bromodomain adjacent to zinc finger domain protein 1A	34539	23767.4	20833	28526.6	15827.9	16750.6	32496.7	26289	15897.9	49434.8	29873.6	24035.9
Q9NRL3	Q9NRL3	STRN4_HUMAN	STRN4	Striatin-4	5340.35	6580.27	11007.4	6918.54	10463.2	5837.35		6940.04	5176.35	6282.06	6565.54	10841
Q9NRN7	Q9NRN7	ADPPT_HUMAN	AASDHPPT	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	13695.5	11870.8	17997.3	15656.7	12515.3	11203	8145.44	7025.61	4545.89	5454.19	1651.96	2554.24
Q9NRP0	Q9NRP0	OSTC_HUMAN	OSTC	Oligosaccharyltransferase complex subunit OSTC	6055.02	8781.52	9044.67	13436	13003.3	10668.6	4721.01	6180.98		6131.6	6037.47	
Q9NRP2	Q9NRP2	COXM2_HUMAN	CMC2	COX assembly mitochondrial protein 2 homolog	37021.2	44357.9	39197	34571	45411.4	31164.4	15976.4	15841.9	8241.03	6317.18	8245.03	
Q9NRR5	Q9NRR5	UBQL4_HUMAN	UBQLN4	Ubiquilin-4	7864.7	4374.95	9797.56	4728.92	6366.05	9874.41	5777.16	4155.48	7580.5			1587.66
Q9NRR5;Q9UHD9;Q9UMX0	Q9UMX0;Q9UHD9;Q9NRR5	UBQL1_HUMAN;UBQL2_HUMAN;UBQL4_HUMAN	UBQLN1;UBQLN2;UBQLN4	Ubiquilin-4	51081.2	80536.3	57307.3	73824.4	33901.7	96008.2	3580.84	12256.9	38177	20094.3	6860.86	17776.2
Q9NRR5;Q9UMX0	Q9UMX0;Q9NRR5	UBQL1_HUMAN;UBQL4_HUMAN	UBQLN1;UBQLN4	Ubiquilin-4	44906.8	77813.8	64389.8	72705.3	64156.6	68542.8	25318.7	41269.4	19325.7	9553.92		3804.26
Q9NRU3	Q9NRU3	CNNM1_HUMAN	CNNM1	Metal transporter CNNM1			4232.85	6615.63		26357.2	25705	31108.8	34920.6	34195.1	28648.8	28167.3
Q9NRV9	Q9NRV9	HEBP1_HUMAN	HEBP1	Heme-binding protein 1	7656.34	13941.4	12570.6	11642.6	9676.61	9051.27		7285.01	5976.04		5313.01	
Q9NRW7	Q9NRW7	VPS45_HUMAN	VPS45	Vacuolar protein sorting-associated protein 45	10817.2	17489.8	12165	17250.3	17975.8	13616.9	11348.5	1605.57	8013.98	3785.7	3141.48	3220.45
Q9NRX1	Q9NRX1	PNO1_HUMAN	PNO1	RNA-binding protein PNO1	11671.7	6470.36	8569.6	7434.02	7436.07	8933.38		3838.1	4099.31		2077.72	
Q9NRX2	Q9NRX2	RM17_HUMAN	MRPL17	39S ribosomal protein L17, mitochondrial	37027.2	36176.9	25141.1	29572.5	33009.5	31805	14410.4	19769.3	13908.7	5054.21	8002.3	10222.1
Q9NRX4	Q9NRX4	PHP14_HUMAN	PHPT1	14 kDa phosphohistidine phosphatase	88361.3	66183.1	87574.1	66597.5	86501.3	56094.2	45189.6	44248.2	27754.6	18361.9	17655.5	12560.4
Q9NRY2	Q9NRY2	SOSSC_HUMAN	INIP	SOSS complex subunit C	5135.54	3166.34	5554.92		7098							
Q9NRY4	Q9NRY4	RHG35_HUMAN	ARHGAP35	Rho GTPase-activating protein 35	13066.6	6114.34	4839.39	18168	16579.9	24442	17649.9	14978.1	17093	14328.3	5852.24	12671.4
Q9NRY5	Q9NRY5	F1142_HUMAN	FAM114A2	Protein FAM114A2		1214.37		2683.6	3074.18	3683.59		3273.58				
Q9NS15	Q9NS15	LTBP3_HUMAN	LTBP3	Latent-transforming growth factor beta-binding protein 3	31473	21569.5		19044.4	22028.4	19088	48049.1			23545		
Q9NS18	Q9NS18	GLRX2_HUMAN	GLRX2	Glutaredoxin-2, mitochondrial	4822.83			5242.58					1926.7			
Q9NS69	Q9NS69	TOM22_HUMAN	TOMM22	Mitochondrial import receptor subunit TOM22 homolog	22892.8	28347.4	26267.7	35680.8	37138.3	32348.2	23330.7	22897.9	22027.8	14769.6	16755.2	17483.9
Q9NS86	Q9NS86	LANC2_HUMAN	LANCL2	LanC-like protein 2	2900.74	1580.99	2080.06									
Q9NSD9	Q9NSD9	SYFB_HUMAN	FARSB	Phenylalanine--tRNA ligase beta subunit	79460.2	81874.8	72503.3	82312.5	84190.8	71168.8	36905.2	30697.6	34979.4	20697	17498.4	13151.5
Q9NSE4	Q9NSE4	SYIM_HUMAN	IARS2	Isoleucine--tRNA ligase, mitochondrial	213276	219422	197323	183559	186252	191738	76290.3	89483.3	75809.6	37181.8	38225.8	41605.9
Q9NSI2	Q9NSI2	SLX9_HUMAN	SLX9	Ribosome biogenesis protein SLX9 homolog	12103.7	12698.9	9277.5	9108.07				2981.33		3956.41		
Q9NSK0	Q9NSK0	KLC4_HUMAN	KLC4	Kinesin light chain 4	2000.35	7090.02	5104.78	7977.2	6017.29	6674.07		5561.83	7554.28	3013.77	1239.61	3738.03
Q9NT62	Q9NT62	ATG3_HUMAN	ATG3	Ubiquitin-like-conjugating enzyme ATG3	7584.34	5917.5	3355.94		4874.19	10055.9		6693.6	6649.26	2063.21		3067.8
Q9NTG7	Q9NTG7	SIR3_HUMAN	SIRT3	NAD-dependent protein deacetylase sirtuin-3, mitochondrial	12503.3	15225.1	15996.1	11992.3	12210.5	23770.8	3946.51	12172.6	6796.29	3282	2272.63	5605.44
Q9NTI5	Q9NTI5	PDS5B_HUMAN	PDS5B	Sister chromatid cohesion protein PDS5 homolog B	13971.8	15398.7	11445.5	15796.6	18089.3	14647.4	9313.49	6424.1	8506.53	10792.3	5463.91	5207.38
Q9NTJ3	Q9NTJ3	SMC4_HUMAN	SMC4	Structural maintenance of chromosomes protein 4	32544	32801.8	26414.6	34941	44661.9	34488.1	21252.2	16461.2	15095.6	13626.3	10661.9	7320.86
Q9NTJ5	Q9NTJ5	SAC1_HUMAN	SACM1L	Phosphatidylinositol-3-phosphatase SAC1	14368.9	16684.2	15871.9	15568.4	15868.8	17049.5	3055.2	9054.6	5644.78		13043.2	3583.98
Q9NTK5	Q9NTK5	OLA1_HUMAN	OLA1	Obg-like ATPase 1	116655	133303	103298	125491	119960	109235	71999.8	62020.3	59194.6	31642.7	29789.4	36110.5
Q9NTM9	Q9NTM9	CUTC_HUMAN	CUTC	Copper homeostasis protein cutC homolog	11868.1	11086.7	11630.8	11728.1	13242.6	10971.1		5763.04	3816.34			
Q9NTW7	Q9NTW7	ZF64B_HUMAN	ZFP64	Zinc finger protein 64	5519.1	1054.3	4747.07	4162.65		4223.53		3090.02				
Q9NTX5	Q9NTX5	ECHD1_HUMAN	ECHDC1	Ethylmalonyl-CoA decarboxylase	46550.5	50422.6	48173.8	43116.7	44833	44168.3	15274.2	17518.6	27874.4	12226.3	5468.47	7494.29
Q9NTZ6	Q9NTZ6	RBM12_HUMAN	RBM12	RNA-binding protein 12	37834.7	31109.7	36481.9	25388.4	32217.5	28406	12601.4	13456.8	12435	6852.55	5244.48	5461.8
Q9NU22	Q9NU22	MDN1_HUMAN	MDN1	Midasin	10495.5	8162.03	6843.13	11537.9	8877.71	9917.02	5560.96	6851.66			3219.47	4390.45
Q9NUB1	Q9NUB1	ACS2L_HUMAN	ACSS1	Acetyl-coenzyme A synthetase 2-like, mitochondrial	2945.71	4542.09			1141.36	1875.06						
Q9NUD5	Q9NUD5	ZCHC3_HUMAN	ZCCHC3	Zinc finger CCHC domain-containing protein 3	9442.35		2623.29	17690.3	2952.63		15168.9					
Q9NUG6	Q9NUG6	PDRG1_HUMAN	PDRG1	p53 and DNA damage-regulated protein 1	11656.4		6404.35		9538.42	11575.4						
Q9NUI1	Q9NUI1	DECR2_HUMAN	DECR2	Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]	24889.9	42028.7	43154.7	24752.7	42625.4	34010.7	26095.9	22660.7	15541.4	22659.1	24520.7	15124.8
Q9NUJ1	Q9NUJ1	ABHDA_HUMAN	ABHD10	Palmitoyl-protein thioesterase ABHD10, mitochondrial	48672.6	73454.9	52341.3	53273.2	65568.9	68698.1	30549.7	27738.5	20107.4	16282.4	15947.5	17945.8
Q9NUJ3	Q9NUJ3	T11L1_HUMAN	TCP11L1	T-complex protein 11-like protein 1	8663.8	8331.79	8207.41	8391.83	6836.33	6561.71	2957.32	2195.51	4734.93	5154.72	3758.83	
Q9NUL3	Q9NUL3	STAU2_HUMAN	STAU2	Double-stranded RNA-binding protein Staufen homolog 2	4308.64	4665.3	4077.64		2968.38	3636.29			3303.37			
Q9NUL5	Q9NUL5	SHFL_HUMAN	SHFL	Shiftless antiviral inhibitor of ribosomal frameshifting protein	5321.38	1835.2	6892.21	1271.77		6802.08			3671.79			
Q9NUL7	Q9NUL7	DDX28_HUMAN	DDX28	Probable ATP-dependent RNA helicase DDX28	6885.34	6493.6	4366.56	4130.98	5498.58	4932.55	1918.69		1482.45			1014.14
Q9NUM4	Q9NUM4	T106B_HUMAN	TMEM106B	Transmembrane protein 106B	15353.3	18579.2	18349.3	23966.6	16755.3	24447.4	13537.6	12022.3	12402.4	6397.41	6772.64	4542.78
Q9NUP9	Q9NUP9	LIN7C_HUMAN	LIN7C	Protein lin-7 homolog C	70852.6	59674.1	68912.8	95697.5	102992	100396	43352.7	46556.9	45670.4	35935.7	24664.1	26746.1
Q9NUQ2	Q9NUQ2	PLCE_HUMAN	AGPAT5	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon	25113	15612.3	24992	15899.5	23905.8	18070.9	13467.4	8539.94	11389.1			
Q9NUQ3	Q9NUQ3	TXLNG_HUMAN	TXLNG	Gamma-taxilin	6143.35	7593.59	5828.25	6116.28	6719.64	5286.82	5031.64	3987.98	2836.88			
Q9NUQ6	Q9NUQ6	SPS2L_HUMAN	SPATS2L	SPATS2-like protein	21888.5	22080.5	25970.7	27737.1	21138.1	24037.7	10221.3	12106.3	12744.5	6006.21	7423.93	
Q9NUQ7	Q9NUQ7	UFSP2_HUMAN	UFSP2	Ufm1-specific protease 2	19172.7	16735.3	24733	20822.3	24641.3	5044.4	11810.7	13733.1	12189.3			7981.24
Q9NUQ8	Q9NUQ8	ABCF3_HUMAN	ABCF3	ATP-binding cassette sub-family F member 3	10568	8306.59	12285.2	12755.4	4742.49	15682.8	5845.29	7411.42	6319.68			3337.54
Q9NUQ9	Q9NUQ9;Q9H0Q0	CYRIB_HUMAN	CYRIB	CYFIP-related Rac1 interactor B	29145.2	24847.2	34000.4	23759.3	29249.8	29895.5	9208.61	6429.63	10590.8	5207.29	6809.51	4906.99
Q9NUT2	Q9NUT2	MITOS_HUMAN	ABCB8	Mitochondrial potassium channel ATP-binding subunit	11677.5	11435.6	10330	5026.17	7994.12	2670.4	4716.76	1283.02		1593.6		
Q9NUU7	Q9NUU7	DD19A_HUMAN	DDX19A	ATP-dependent RNA helicase DDX19A	6571.98	10549.6	9569.87	6171.29	6101.23	7721.48	2538.85	4602.3	2870.9	560.76	774.164	981.333
Q9NUU7;Q9UMR2	Q9NUU7;Q9UMR2	DD19A_HUMAN;DD19B_HUMAN	DDX19A;DDX19B	ATP-dependent RNA helicase DDX19A	55912.9	70558.3	65814.8	47998.2	67490.2	43091.6	31822.9	32901.5	31236.1	13711.4	17671.6	24944.2
Q9NUW8	Q9NUW8	TYDP1_HUMAN	TDP1	Tyrosyl-DNA phosphodiesterase 1	4679.46	6126.9	5008.54	4855.76	8156.32	8603.66		4775.13	3202.39			
Q9NUY8	Q9NUY8	TBC23_HUMAN	TBC1D23	TBC1 domain family member 23	17371	18509	24146.3	15149	16397.9	19897			6302.91		4088.72	
Q9NV06	Q9NV06	DCA13_HUMAN	DCAF13	DDB1- and CUL4-associated factor 13	21531.8	23265.7	24460.7	24671.4	23322.4	20483.1	11399.3	21359.1	10900.6	6458.49	5383.44	5430.28
Q9NV31	Q9NV31	IMP3_HUMAN	IMP3	U3 small nucleolar ribonucleoprotein protein IMP3	57944.4	62331.9	55771.7	56321.8	48209.2	54989.4	16907.3	26282.3	21167.6	11330.9	12281.7	9597.55
Q9NV56	Q9NV56	MRGBP_HUMAN	MRGBP	MRG/MORF4L-binding protein	4625.22	3345.11	6361.85	5064.74		5557.59			2913.21			
Q9NV70	Q9NV70	EXOC1_HUMAN	EXOC1	Exocyst complex component 1	7249.42	6900.23	13925.7	7839.76	11313.4	8469.31	8507.33	4893.73	8704.83			3555.86
Q9NV88	Q9NV88	INT9_HUMAN	INTS9	Integrator complex subunit 9	14501.8	10224.1	12535.9	11249.9	9924.44	13784.9	4172.34		5515.42			
Q9NV96	Q9NV96;Q3MIR4	CC50A_HUMAN	TMEM30A	Cell cycle control protein 50A	19742.3	20404.8	16597	18018.3	14530.9	19025	5110.39	8367.42	9587.63	5923.72		3286.15
Q9NVA1	Q9NVA1	UQCC1_HUMAN	UQCC1	Ubiquinol-cytochrome-c reductase complex assembly factor 1	1842.27	2778.54	5772.79		5821.57	2381.48	2677.46					
Q9NVA2	Q9NVA2	SEP11_HUMAN	SEPTIN11	Septin-11	92158.6	110715	80627.8	135813	122577	126171	66549.9	94178.1	103478	94919.8	78139.8	41721.4
Q9NVC6	Q9NVC6	MED17_HUMAN	MED17	Mediator of RNA polymerase II transcription subunit 17	16574.7	11718.5	19981.2	12865.8	14047.2	15345.4	5662.68	8326.15	3978.55	4275.72		4304.95
Q9NVD7	Q9HBI1;Q9NVD7	PARVA_HUMAN	PARVA	Alpha-parvin	17211	7639.24	16129.3	11111.5	8908.58	13867.9	8188.06	3350.52	5424.73	3766.77	3003.26	2112.81
Q9NVE5	Q9NVE5	UBP40_HUMAN	USP40	Ubiquitin carboxyl-terminal hydrolase 40	5802.57	4162.98	6249.21	4924.52	5100.05	4277.15						
